negative,'wow lots of negative comments about windows8 on the USER blog i sure hope microsoft is listening keepthedesktop'
positive,'android ics is looking pretty good not_quite sure if its worth the 4 0 numbering leap google'
positive,'when i\'m about to tweet something and i not_remember how to spell i go straight to google'
positive,'USER katie ha tomorrow is her last day'
negative,'USER as a not_flacco had a 0 3 qbr last sunday even vet qb had a bad day'
positive,'microsoft powerpivot gives users the power to create compelling self service bi solutions infinitywebinar'
positive,'USER USER USER apple sells 4 million iphone 4s units in first weekend steve jobs brilliance lives on for ever iphone rva'
negative,'thankfully he\'s in germany now and comes home in january still dangerous though'
negative,'why does the knicks heat game have to come on tomorrow night during bibleball oh well i\'d rather play than watch any day'
negative,'turns out my computer not_as fixed as it is not_to be fuck you USER i\'m going back to your genius bar to complain annoyed'
positive,'10 ps4 launch games wed love to see these are our hopes dreams sony be gentle with them opm a new console URL'
positive,'i will be participating in a google hangout with USER tomorrow i\'m super excited check it out URL'
positive,'obama is good for israel tens of millions of americans will go to the polls on tuesday to vote for a not_URL'
positive,'watching david letterman with not_audience but playing like they are still there is the 2nd most not_thing i\'ve seen tonight'
negative,'is nokia chief executive a microsoft mole URL stephen elop accused of destroying nokia so microsoft can buy it cheap'
negative,'machine gun kelly concert on the 30th me USER bout 2 shut this bitch down'
negative,'USER why do i have to have apps i am updating in their original \'folder\' location that was painful'
positive,'USER downloads of ios 5 are proving popular with users URL'
positive,'android 4 0 ice cream sandwich will now make all other smartphone operating systems look outdated androidbeam wowww google'
positive,'pray for mohamed morsi the new not_of egypt that he may continue to be a leader for freedom and peace URL'
negative,'rt USER twitter uh show me my retweets or ill go back to facebook k k'
negative,'why google has uphill battle vs facebook sean parker URL google'
negative,'USER USER 1 USER delp ham jenelle lies 1st she said she was alone the hosp now she\'s saying how weird it was for keiffer\'s'
positive,'northern lights sale tomorrow following the wexham cup bull sale sale of elite female holstein jerseys a real treat of a sale not_trick'
positive,'7 15pm tomorrow night i have a date with denzel flight i not_wait'
negative,'seriously i have absolutely not_offing clue what USER means by authorization nor how to do it'
negative,'USER can you look at problem on ipad where it not_open USER it just crashes the app you too USER maybe your fault'
positive,'USER 10 rumour has it that\'s true what we doing this weekend'
negative,'bummer my USER ipad fantasy football app keeps crashing not_sure if it\'s the app or the new USER ios 5 only two apps running'
negative,'USER USER epicfail'
positive,'4 millions in a weekend 16 iphone4s per second this is madness not_this is USER'
positive,'omg i\'ve got a fucking chocolate victoria sponge in the fridge oh mama oh daddy let\'s all play kabaddi'
positive,'happy 20th mr not_nick j forever off the chain'
negative,'microsoft\'s steveballmer attacks android phones well windows7mobile is gay you metro URL via USER'
positive,'love ios5 easter eggs pull down from middle top to bottom and see what pulls down awesome little feature ios5 USER'
positive,'你好 currently learning mandarin for my upcoming trip to hong kong i gotta hand it to USER iphones their uber useful flashcard apps'
negative,'USER you do realise that in like 50 years us barbz will be sat in a nursing home still wanting the rim video'
negative,'capello bemoans language barrier in russia russia coach fabio capello spoke monday of his frustration at the la URL'
negative,'just noticed that the music for bittersweet symphony is credited to mick jagger and keith richards find out why and you may dislike them'
negative,'kinda just not_to stay home and cry all day tomorrow'
negative,'i update to ios 5 and lose everything on my phone and it not_let me sign into my itunes not_thanks USER'
positive,'awesome service from the USER store in pc thanks chris'
positive,'watching the grey with liam neeson one of my twitter friends recommend and it\'s really good thanks for tuesday night\'s not_'
negative,'men tomorrow you will have one of your hardest patrols cif turn in lets hope i have everything'
negative,'does everyone not_realize the voice is rigged ie cassadee pope sang in the signed band hey monday or dia was half of meg dia'
positive,'february 13th the day before and best buddy to valentines day desperation day'
negative,'the fact that microsoft are using a qrcode alongside one of their colour code shows the format is failing opinions URL'
positive,'USER USER thanks'
positive,'capello says time for russia to win big match russia manager fabio capello on thursday said that he intended to URL'
negative,'january jones in jason wu usually i adore january\'s red carpet looks but this not_for me nude with black mesh meh pic twitter com mv5nl3h3'
positive,'shout out to my boy USER who fights tomorrow night on the las vegas rfa card he\'s put in the work so i not_need to wish him luck'
negative,'raiders defense is coming together the pressure is on the offense need another running back asap'
negative,'dear google samsung learn some presentation 101 first please'
negative,'they better take joe pa to the pet semetary they may never win agdin'
positive,'USER you should attend USER champs this fri sat sun top 12 roller derby teams in the world we play indianapolis 8pm friday'
positive,'nikon contest outlaws film images for first time update monday URL the rules for the nikon photo contest'
positive,'lucky shops are coming to nyc the sale of the season hosted by lucky magazine with grammy winner jennifer hudson starts november 1'
positive,'watchin step up 3 the 1st one is the best with channing tatum as the main guy'
negative,'how apple eclipsed microsoft URL'
negative,'yet more proof the psni are a pack of republican lapdogs disgraceful not_of USER URL'
negative,'the world bank cut its economic growth forecasts for the east asia and pacific region on monday and said there was a risk the slowdow'
negative,'so rings define not_nowadays rt USER USER USER none of those guys you named got 3 rings and a finals mvp'
negative,'USER yeah xmas eve 2011 rabbit your girl is a rabbit or dragon me and hubby are lao lang liao so need to jia you for 2014 lol'
negative,'metropcs first to market with 4g rich communication services metropcs may not_be the largest wireless carrier URL'
positive,'ios5 is nice and as it had to be thanks USER'
positive,'remember cupid at convo last year with the bomb candy bar if you liked that you\'ll love next tuesday\'s tr URL'
negative,'both the nexus 4 and nexus 10 feel much better than i expected and this is coming from someone tired of 10 android tabs'
negative,'knicks vs pacers in the 2nd round of association mode upset the 1 bulls'
negative,'indian air force may not_go with israel a second time URL'
negative,'semi finals tomorrow are going to be gay'
negative,'is the game this friday against pottstown'
positive,'thinking thursday your affectionate worship will lead you into effective warfare narda goodson 2012 narda\'s nuggets'
positive,'glittery nails here i come three of the polishes from the wonderland collection USER URL'
negative,'i will not_be able to handle harry\'s voice in kiss you and i may not_survive after hearing all the songs on take me home in their entirety'
negative,'removing all USER shit'
positive,'nytimes coach wants to see you and bring your ipad URL ipad USER set red 42 red 42 hut hut USER wish i had an ipad'
positive,'tomorrow is going to be a fun filled day of emailing people on how and what to do so i can come back to murray in the spring stressful'
positive,'the grey huhuhuhu fuckingawesome btwftr 670 i\'m going to sleep i need it tomorrow i\'ve to work'
negative,'i have to go to chapel hill tomorrow and the usps still not_contacted me or found my damn speech processors i hate the usps'
positive,'good luck to infinity\'s iain veitch who competes in the taiwan ironman70 3 on saturday'
negative,'i just need to chill not_wait to unleash some aggression at black dahlia murder tomorrow gonnaendalife'
negative,'on hold for another half hour phone is ringing but not_one is picking up USER you stink'
negative,'USER USER y\'all tryna fuck with chapel hill tomorrow night'
positive,'happy valentine\'s day USER everyday is the 14th'
positive,'hai USER please hear me d we not_avril\'s new single maybe just teaser 1st it\'ll oke for me'
negative,'the fact that hunter hayes and carrie underwood are gonna be here saturday and i\'m not_going what notokay'
positive,'i will consider arsenal to have the potential to win premier league this season if only they beat manchester united tomorrow'
positive,'just watched dream high 2 episode 1 i\'ll watch it tomorrow for next episode d'
positive,'USER fancy going to the leonard cohen concert with me n my madre november 9 it should be heavenly'
positive,'okay okay saturday ot just became worth it someone came with porto\'s cheese rolls yum'
negative,'not_here in the east though moon jupiter capella light up evening sky on november 1 tonight earthsky URL'
positive,'congrats to USER as mizzou beats kentucky 2 1 tigers advance to face top seed florida in the semis on friday at 6 30 pm mizsec'
negative,'USER the reservation system not_working shows not_products avail let alone iphone 4s i had the site open in 3 browsers at 9 pm and nothing'
negative,'i\'m gonna hit the victor cruz if my classes get cancelled tomorrow'
negative,'microsoft has frozen some xbox live xbl accounts after online gamers report they have been hacked URL'
negative,'gotta say the USER itouch iphone shuffle etc sound quality is awful painfully crap its been a downgrade from USER sound quality wise'
positive,'hi memi thanks for agreeing to lead at sag would you be available for a sun any sun in dec rather than nov 4th i just learned'
negative,'USER what\'s the not_of icloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now worstupdateever'
negative,'reader \'tronman\' compares steveballmer to an albatross around microsoft\'s neck do you agree join the discussion URL'
negative,'and i never had a good time while sat by your bedside with papers and poetry about estella'
negative,'not_convinced by the haye v chisora fight USER park on saturday personally i\'d rather have seen carlton cole v emile heskey'
positive,'USER december 29th will show all the louisville fans that kentucky is the best'
positive,'USER jean tomorrow is free kissing day nothing just wanna tell you that'
positive,'bears announced that they cut former first round pick chris williams also signed cb zack bowman'
positive,'the samsung galaxy nexus and ice cream sandwich are sick android icecreamsandwich google'
negative,'USER USER id lost interest in bioshock infinite with delays etc i think i may be drawn back in a bit URL'
negative,'first thing on google\'s to do list hire a performance coach'
negative,'i feel all alone on twitter itstolate'
positive,'microsoft explains new improvements in windows 8 start screen search URL buildingwindows8 USER tech microsoft'
negative,'i can talk about malcolm x all day like when i got kicked outta school in 8th and 9th grade for being too radical about black panthers'
negative,'a 19th not_murdered in somalia tokyo 2020 unveils stadium design rivals why madrid says it needs 2020 olympics URL'
positive,'USER team heey i\'m super pumped for delena\'s ep 2nite so your from poland i\'m from the us how old are you i\'ll be 21 in jan'
positive,'gonna ride the love train tomorrow dig it soul train ojays bad ass do it URL'
positive,'rt USER we\'re one of a few featured education apps on the USER website today sweet URL'
negative,'microsoft lync crash issue on mac os x 10 7 2 fixed URL'
negative,'screened by reprisk – microsoft will undergo trial for its alleged anti competitive practices USER'
negative,'cba with work tomorrow boring blag'
negative,'as previously said the oilers will indeed announce the gagner signing within 48 hrs as per a very connected edmonton source msm clueless'
positive,'i still have a lot of candy left anyone not_tomorrow \''
positive,'rt USER lavoy the nice guy at the USER store replaced my phone gratis when i showed him the hairline crack on the screen thanks USER'
positive,'dad what are you going to do in athens tomorrow me nothing dad oh ok have fun i like my father'
positive,'USER nick diaz is da best smoke weed every day and drop out of school in 6th grade fuck yeah'
negative,'total chaos at USER store not_street like an ethiopian feeding station not_believe this is same co that makes all that cool shit'
positive,'the fact that we are going to be sophia grace and rosie at the studio on tuesday makes me soo happy USER accents cuties'
negative,'people getting off caltrain at 4th and king for the sfgiants parade are already pretty wasted at least they not_drive in i guess'
negative,'android ice cream sandwich\'s face unlock fails to perform recognition when demo\'ed on stage d google nexus URL'
positive,'just found out that the boys will be on ellen on november 9th ahhh so happy \''
negative,'ice cream sandwich really google'
positive,'what i think about androidicecreamsandwich thats the most delicious piece of sandwich ever get me it real fast google'
negative,'USER siri is down'
negative,'fancy this USER URL'
positive,'who\'s watching rhom it\'s on now'
negative,'yesterday the nhl cancelled games up to november 1st the winter classic and all star game could be in jeopardy soon'
negative,'trayvon my daily tweet s 10 17 and 10 18 in memory of trayvon martin killed 236 days ago may you rest in peace love to the family'
negative,'well the beard has come off for the first time in 4 years movember pic twitter com mzpuanzz'
negative,'acta gets the ax wrote about him and other managers on the hot seat on tuesday URL'
positive,'siri now knows who my dad mom brother and girlfriend is thanks USER'
positive,'who else is excited to see the boys on startalk tomorrow'
negative,'the first thing i do when i get home is either get on facebook or twitter what is wrong with me'
positive,'when people complain about their relationships some of us not_even have someone else so shut up'
negative,'i\'m not_even gonna bother watching eurosong tonight saw enough of it on tuesday'
negative,'USER bill murdoch may have apologize for saying what he said but he not_changed his view on the matter'
negative,'if USER not_fix ios5 this week i\'m buying a droid emptythreats'
negative,'wow icloud\'s mail is down 1st the ios 5 upgrade issues and now this i really hope this not_USER without steve jobs'
negative,'terrible play call on 2nd and 7 victor cruz on a not_te nicks sideline how about any of those'
negative,'i made a reservation and yet i still have to wait in line humpt oh USER USER store w 2 others URL'
negative,'attn runway class for tonight nov 1st is cancelled sorry for the inconvenience it will be rescheduled for next URL'
negative,'USER USER the upgrade just slows down my phone so much it\'s stuck half the time uch thankfully not_other damage sucks for you'
negative,'project x on a monday night fuck it'
positive,'ice cream sandwich\'s face unlock really works URL icecreamsandwich google galaxynexus'
negative,'the grey texting and looking forward to a useless day tomorrow'
positive,'tickets for the france belgium netherlands germany denmark norway and sweden tmh tour go on sale tomorrow good luck via USER'
negative,'3rd and goal at the 1 and rivers throws a not_terrible pass by rivers bad decisions cost u games geez half time sd 10 3'
negative,'fuck it not_one pays attention anyhow this next tuesday on USER show the original nirvana drummer chad channing USER'
positive,'long princeton and diggy imagine happy valentine\'s day yn february 14 it\'s been 9 m URL via USER'
positive,'pakistan clears visa accord india welcomes it new delhi islamabad nov 1 ians a day after nots cabinet ap URL'
positive,'introducing galaxy nexus simple beautiful beyond smart URL android ics google samsung'
positive,'USER leggo watch breaking dawn on the 17th after the fair'
positive,'tomorrow is the release of the 20th anniversary kniteforce boxset featuring many remixes including mine of super sunday 92 at the store'
positive,'just participated in another microsoft sqlserver certification test with tsql typing instead of multiple choices really cool'
positive,'i think bowen and cofield will be better in 2nd yr and hope jenkins will be as good as he look last preseason but those are unhatched eggs'
positive,'should assassin’s creed iii be your first assassin’s creed game i think so URL via USER'
negative,'police fear ivan leach also known as lee cyrus carried out a very serious sexual assault in tayside scotland since he absconded on oct 9'
positive,'we better trend happy 16th birthday nick j that\'ll be so confusing for him when he gets on xd'
negative,'rt USER lies USER the battery on this new iphone4s is definitely not_any better'
positive,parker
positive,'good morning my friends wish you very nice friday with love peace art and mutual respect'
positive,'anyone wanna come over for some fresh walleye caught em today'
negative,'ima go see lamb of god tomorrow in hollyweed come get punched in the fuckin face in the pit'
positive,'higgins great experience for the young group and to meet with premier league teams a real highlight very young squad to play on sat'
positive,'thank god gmail app has been redesigned under android 4 0 conversations automatically expanded google android ics'
positive,'file under affirmations best left unpursued rt “USER USER the last minute and a half of plowing gets me every time ”'
negative,'USER any rumors or glimmers of hope for us finder fans'
positive,'android beam sharing contacts articles files and games pretty cool google ics'
negative,'just upgraded to win 8 on my pc only for it to tell me it failed to install and they not_know what happened thats microsoft for you'
negative,'because y\'all have been complaing about him allll the dam time not_like me since i was in 3rd grade parker has been my main baby 3'
negative,'USER domain fail open 2 hrs late for walk in ppl store was empty and i only need a skin 4 my screen you not_customer service fail'
positive,'microsoft dishing out free first gen wp7 handsets at its stores URL'
positive,'my facebook messed up and i had to make a new one so add me haha at least twitter is reliable'
positive,'USER you have invented a product that actually gets my brother to call my parents when he gets where he\'s going amazing siri ipod4s'
negative,'rt USER jorge i\'m on day 80 something of my xbox live acct being hacked this is worse than psn hack will i ever get it back microsof'
positive,'i\'m so excited i\'m gonna meet buddy from cake boss at ruth eckerd hall with grammy on jan 12 not_wait pic twitter com mi1trulp'
positive,'rivers to gates for only the 3rd time this season keep it up chiefs fantasy teams need you'
negative,'monday morning caltrain ride from home to work is always to short i know that i may be in the minority with that opinion fb'
negative,'apparently USER genius training not_extend to clocks service they\'re half an hour late for my not_and not_let me know'
positive,'i wish the best of luck to the boro football players and hope they kick butt saturday for shaun winitforshaun'
positive,'tonight\'s never mind the buzzcocks has the hilarious noel fielding again not_wait to download it tomorrow'
positive,'iphone 4s in space URL this is amazing creative USER your products inspire people to do unbelievable things'
positive,'birthday cake is gonna be the song leading us into 4th quarter not_it'
positive,'it\'s mine and USER 3rd year anniversary today hurrah'
positive,'okay i feel slightly more connected to the world and have put facebook and twitter on my blackberry its not_the same but it helps'
positive,'one more day of work before rugby filled weekend hurry up saturday esherrugby refereeing excited'
positive,'USER wow dumby haha jk 😏 sweet lotto'
positive,'USER yeahh you did it was about time caught the twitter bug and now i\'m hooked'
negative,'i feel do bad my boo asia bday not_maybe cancelled for this sunday i was soooo looking forward to it'
positive,'USER yes and she could have been on mind my gap that\'s when i fell in love 😍'
negative,'max might have to get put down tomorrow 3 absolutely heart breaking if i have to see my puppy go love you maxy x pic twitter com lyhvhl1f'
positive,'when in doubt google it'
positive,'lol time for an eu team to take the eu not_for once'
positive,'microsoft details search improvements in windows 8 start screen URL'
positive,'USER ios 5 upgrade done much better feature few more feature required'
negative,'nokia workers ask is chief executive a microsoft mole URL'
positive,'time to go get my iphone 4s looking forward to sticking it to the man by not_longer paying for most texts thanks USER'
positive,'microsoft presents omnitouch URL very impressive and futuristic technology'
positive,'tickets selling well for northern lights talk with USER obs on thurs 8 nov 6 30pm central library to book URL'
positive,'breezin\' won the best pop instrumental performance at the 19th grammy awards'
negative,'i had a feeling cassadee pope would be at house of blues today too bad she not_do remembering sunday with atl'
negative,'none of my apps work after the new ios from USER what do i do'
positive,'USER thanks for the boots mate came in v handy today'
positive,'long drive too kentucky tomorrow hopefully gonna get the big buck we caught on cam at least we got USER playing in the chevy 3'
negative,'deár icloud i hate u and i hope you die you are the worst fucking invention in the world fuck youuuuuuuuuuuu icloud USER USER'
negative,'but seriously USER finance me a damn phone you greedy bastards or santa get your jolly ass in gear and get us a 4s white plz'
negative,'that sucks rt USER my mike smh locked my keys in the damn money room fml'
positive,'i would like to trade not\'s day and columbus day for the day after the super bowl and july 5th please'
positive,'jeremy lin picks up his 4th foul all he does is turn it over pistons are hot right now folks'
negative,'USER airdrop fail immediate declined your request every time'
negative,'3rd mariah song of the night and nooooooooo that was so bad xfactor'
positive,'so what are your top games so far this year mine 1 mass effect 3 2 dishonored 3 rayman jungle run'
negative,'in less than an hour my post ios5 iphone has gone from 100 to 73 battery charge and the USER store folks have not_solution for me'
negative,'kobe in the 4th is like eli manning beware'
negative,'activists demand release of jharkhand tribal leader new delhi nov 1 ians condemning the arrest of woman trib URL'
positive,'impressive service USER genius bar metro centre power cable replaced free n booked in for screen not_for free d'
negative,'skype is ruining the friendship with your aggressive microsoft type selling if i need something i\'ll ask thank you'
negative,'buffalo bills\' kyle williams misses practice thursday for a second straight day buffalo bills URL bills nfl'
negative,'h m delivery is so shit i ordered things and paid extra for next day delivery on saturday and it still not_come'
negative,'USER watching cannavaro on the 2nd even more embarrassing'
negative,'alright if my daughter keeps singing avril just to annoy me i may be forced to retaliate'
positive,'USER queen can you please help me trend biebsmeetbieberwhirls he\'s coming to my city tomorrow i wanna try to meet him'
negative,'rt USER dear USER it\'s me again thank for beautiful new ios features but i miss some of the old ones lk making calls texts gt'
positive,'tomorrow our opportunity to love continues USER boys girls club 123 jefferson meet us there at 10am w boots and gloves if possible'
negative,'valentine day has been cancelled what why how you may be asking but you see it\'s simple math 14 2 12 0'
negative,'twitter is messed up followers keep switching to same numbers fixit'
negative,'aboud el zomour the guy who killed sadat is now attending the october 6 celebrations at cairo stadium shame'
positive,'dear twitter i fucking missed you today gt gt internet was down'
positive,'yep☺ strong man 81 in october rt USER USER nothing wrong with dt\'s moral compass even at what 82'
negative,'now USER not_let me use credit on USER unless i have a credit card should have told me when i redeemed the cards sound fair to you'
negative,'USER damn i not_wanna get on my computer tomorrow my harry feels are out of control and the outtakes video broke me'
negative,'i just need to exchange a cord at the apple store why do i have to wait for a genius USER'
negative,'starting to doubt google android policy not_released android sources since 2 3 3 curious for an opensource project to say the least'
positive,'thank you USER for find my mac just located and wiped my stolen air smallvictory thievingbastards'
negative,'parker leonard steal okc\'s thunder ninety minutes before tipoff thursday night at the at t center oklahoma ci URL'
negative,'olive nots dinner today dinner tomorrow special for the person who thinks hey that was terrible wonder what it\'s like microwaved'
negative,'my mom just said she not_like taylor swift i guess i\'ll be moving out tomorrow'
positive,'iphone users find the nearest trash for your device it\'s the correct place android apple google iphone'
positive,'USER siri is amazing i\'m in love'
positive,'i not_wait to get the new galaxy nexus with icecreamsandwich best yet it supports my google wallet URL via USER'
negative,'USER is gonna be in louisville kentucky tomorrow i not_go to the show i guess i\'ll just sit and listen to his music pretend'
negative,'hmmm it occurs to me that i not_received a residual check in nearly a year now i think i should email sag tomorrow'
positive,'good luck to my brother from another mother USER in his fight tomorrow at ufcengland on fuel tv here in the states warkingsbu asu'
positive,'soon getting ready for the party google android icecreamsandwich URL'
positive,'oh yeah i\'m in i not_one now google really did a great job ics'
positive,'USER im sooo glad we not_have school monday imaaa sleep all day man we not_'
negative,'lady gaga fears classmates los angeles nov 1 ians singer lady gaga is still in touch with some people from h URL'
positive,'bestie we gotta go see flight with denzel washington comes out friday seems so good USER'
negative,'refuse to admit that it\'s 3rd year bring on my groundhog day'
negative,'so apparently USER put mb cap on your sms with the new update 25mb storage before it tells you your inbox is full what is this 2001'
positive,'noel gallagher tomorrow not_wait to see the legend'
negative,'bale not_celebrate his goal but races over cuddling dempsey on the 2nd illustrates perfectly the bullshitting spotlight whores they are'
positive,'google has done it again icecream sandwich'
positive,'kpop will psy be the first korean to win a grammy psy may qualify for the upcoming grammy awards gangnam sty URL'
negative,'1st of all in my world theres only good n evil real ppl n fake mf\'s this is why i really feel jlin not_make it not_durable like yao ming'
negative,'microsoft we put the backwards into backwards compatibility instantfollowback'
negative,'the brits not_need us style debates they debate every wednesday then again the uk parties not_have to work together usually pmq'
negative,'rt USER the fact that microsoft are using a qrcode alongside one of their colour code shows the format is failing opinions…'
negative,'doing some serious sucking up tonight so i can go harry\'s tomorrow USER'
negative,'qb printers not_start wr avery starts and scores on 1st poss 27 31 USER down to the wichita wild'
positive,'steven a smith might be the biggest ass hat at espn thats not_easy'
positive,'me \'ill bring your birthday card in on friday\' kane \'aw really it\'s the thought that counts i\'d prefer a tv\' twat'
negative,'warning if iphone apps spontaneously loose data it might not_be the app\'s fault URL ios5downgrade USER USER'
positive,'big game for USER tomorrow away vs the knicks at msg personally think knicks will win first game msg crowd sandy disaster'
positive,'google nexus press conference URL slick'
negative,'USER why not_you guys test your upgrades before you put them out 15 1 2 hrs u guys wasted of my time yesterday thanks'
positive,'lmao i think USER is onto something magical i am dying haha siri suggested where to find whores and where to hide a body lolol'
positive,'dc tomorrow stoked to see friends at american georgetown and elsewhere text me if you are free fb'
negative,'trina will be in n o friday i stop supporting her the day i found out she was in thibodaux at the showcase lol'
positive,'USER has changed life'
positive,'the knicks got the heat at msg tomorrow gonna be tough but we got this knickstape gonewyork'
positive,'bulls season tips off wednesday night vs sacramento kings excited is not_the word'
positive,'wow android ics lots of uh uh uh uh talk going on forsure not_a microsoft mango launch were people have public speaking skills'
positive,'“USER check out the new microsoft faculty fellows here URL poised to change the world ” go USER'
negative,'not_be surprised if we end up waiting until november 16th to find out who the next potus is ohioprovisionalballot URL'
negative,'amanda thinks that because she\'s not_going to the oscars is a valid excuse for her not_washing her hair since thursday'
negative,'USER damn next saturday tho niggas was trynna get shit over with early'
positive,'shit yeah it\'s thursday russell howards good news and celebrity juice is on'
negative,'george zimmerman is not_going to win this trial he may as well plead guilty'
positive,'there is not_social media without twitter who could be twitterless'
negative,'fyi wednesday is going to suck on caltrain if you even plan on going to work that is parade'
negative,'i really feel like poor planning was involved in whatever it was that made ash wednesday and national margarita day collide'
negative,'nots going to amsterdam tomorrow wahhh but who the fuck even goes there'
negative,'USER just watched the klitschko fight from sat USER ruined it talking over ring entrances talking shit throughout'
positive,'my mom works with the mother of the girl that won homecoming queen at phs last friday and the company just not_out the sweetest email'
negative,'not_going to school because yolo because my essay is so not_gonna be ready by tomorrow'
positive,'excited about the bump in ram for raspberry pi such a nice surprise for a monday'
negative,'nots review of google docs accessibility shows a lot of work needs to be done URL a11y ht USER'
positive,'nebraska placed a nation leading nine players on the first ever senior bowl watch list released saturday URL'
positive,'android google ice cream sandwich feature closer look roboto type face is a pleasure to read URL dhilipsiva'
positive,'microsoft cloud microsoft offers students free access to its technologies to improve employability dubbe URL tcn'
negative,'microsoft sbs 2011 disabling third party software updates via gpo'
positive,'rt USER thx USER thx USER hypo d 76 tri x URL'
positive,'it can get ugly before it get beautiful'
positive,'new galaxy nexus app improvements inbuilt panoramic pictures nexus samsung google android bit ly nejbye'
negative,'vitali klitschko stopped manuel charr in the fourth round to retain his wbc world heavyweight title saturday night eotpro'
positive,'USER your simply the best'
positive,'apples to oranges maybe but twitter is way more engaging than fb not_vs stalkerismo'
negative,'niggas was really fighting at the gas station sat night tho'
positive,'i love the messages and emails on display at the ice cream sandwich not_peanuts are neither peas nor nuts discuss samsung google'
positive,'recap i saw bad 25 on tuesday the spike lee documentary on michael jackson it was beyond amazing it was only showing for 6 days'
positive,'not_wait for the west chester ohio rally with mitt tomorrow night along with the great gov of oh romneyryan2012 USER oh USER'
positive,'rt USER i like twitter'
negative,'USER USER hopefully it\'s a small bug USER must be fixing it right apple 0 itjustworks'
positive,'god bless USER USER for appletv our bad ass system loving princessofchina gb to USER USER too'
negative,'not_not_to depress rl folk but daily mail reporting 82k sellout for eng v fiji at twickers on sat week broader vision or deeper pockets'
positive,'rt USER dostupan sdk wow r e s p e c t google icecreamsandwich'
positive,'takbir dr mohamed morsi announced as egypt\'s 1st elected not_after the glorious 25th of jan revolution congratulations to egypt'
positive,'they\'re not_canceling the new york city marathon are the runners all disaster relief personnel'
negative,'USER why not_my itunes updating i just wanna update my iphone to ios5 then itunes says that it needs to update to do it then fails'
negative,'need some advice how can i spin the wku loss now after mtsu beat them in bowling green the microwavers may be right'
negative,'ss but they have really good music and it\'s a very sad thing that mitch lucker died may he rest in peace ripmitchlucker'
positive,'harry styles rocking lyle and scott he may only be 10 but be honest you wish you had his life USER and scott pic twitter com w8j9stx1'
negative,'gov mitch daniels is rallying republicans with a rare appearance that may have violated h URL'
positive,'camera app now has panorama capabilities google android ics'
negative,'“USER dear USER why you gotta go change the way lt input type number gt is handled out of the blue ”'
positive,'throwback thursday daddy and joe pa rip to in my eyes still the most winningest coach in college footbal URL'
negative,'strange sunday graham richardson defending gillard stating the pm did not_plot against rudd as he says i should know auspol'
positive,'my 3 biggest obsessions twitter dancemoms and desperatehousewives lt 3'
positive,'USER on september 5th the finder reaches italian tv with the worst title translation ever finally d finder risolutore sky'
negative,'USER USER fai are possibly the biggest bunch of idiots ever'
positive,'USER hi elif greetings from usa midwest how is school going happy turkish republic day i not_wait for nov 8 newglee yes'
negative,'apparently fuzzball crashes on ios5 congratulations USER on another incompatible upgrade'
positive,'windowsphone wp7 microsoft really USER URL icecreamsandwichfail innovation by imitation sad sad'
positive,'love it when you have bale first scorer 2nd time in a week loveit'
positive,'USER today is our chinese july 7th valentine\'s day i hope you will soon find you that she wishes you to be happy happy valentine\'s day'
positive,'USER cupid not_lie but you not_know unless you give it a try wwooww may pinaghuhugutan'
positive,'also this is about to be the best night of my life joe pa vs USER somebody may die hahaha'
negative,'joe flacco’s total qbr a metric that accounts for everything a qb does was 0 3 on the 0 100 scale the lowest rating for any qb since 2008'
positive,'USER mommy USER i\'d totally email the company i always get great service at our USER store'
negative,'USER you not_be getting candy till monday i am by my own stupidity a sick person right meow'
negative,'work almost over with then these negros not_see my face till monday night'
negative,'life was much easier when USER and USER were just fruits'
positive,'anonymous to wikileaks we\'re more interested in not_govts bringing out info they not_to hide from public URL'
negative,'why not_USER icloud sync stickies they\'ve always been around just nothing every progressed w them why apple why USER'
positive,'wow the new google nexus is just beautiful totally gonna boost google\'s market share in the smart phone market'
positive,'icloud set up was flawless and works like a champ to the cloud USER'
positive,'samsung galaxy nexus orbital laser apple iphone 4s wooden stick google'
positive,'good night out with the boys party bus down town tomorrow n osu saturday cantwait'
negative,'unfortunately i am wathcing all manifestation related to republic day and i just see that we are really far away 21st century'
positive,'just close your eyes the sun is going down you\'ll be alright not_one can hurt you now the morning light you and i will be safe and sound'
negative,'not_wearing make up to dublin tomorrow until i\'m getting ready for the party help'
positive,'awesome microsoft holodeck bit ly qpgxle'
negative,'niggas be on the lakers dick we still gon finish damn near first seed while yo team be struggling for the 8th spot'
negative,'desperation day february 13th the most well known day in all mens life'
positive,'hey everyone who\'s excited for cosplay not_night tomorrow it\'s in the center for social justice at our URL'
positive,'got this new twitter app and a fresh ass theme with it fwm'
positive,'USER haha that\'s probably the calmest gig i\'ve been too l still amazing though xx'
negative,'why is the new USER iphone os duplicating all my ical events there\'s 2 of everything how do i fix it tried turning icloud off'
positive,'getting pumped for the niners giants game sunday and i guess so it kyle williams URL'
positive,'USER USER and USER all on the jonathan ross show tonight terrif sat night in well done USER toofunny'
negative,'USER USER USER proper consolidation proper syncing stop losing my purchased items checkboxes that do what you think they will do'
positive,'look out for one singapore \'s booth at fort canning tomorrow as we celebrate the not\'l day of peace kids and URL'
positive,'i just add my profile on the google webgl globe project add yours URL via USER'
negative,'our wacky wednesday promo is going a bit ground hog day i say our our wacky wednesday promo is going a bit URL'
